Accession,Release_Date,Species,Length,Geo_Location,USA,Host,Isolation_Source,Collection_Date
MT407651,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29822,China: Zhejiang,,Homo sapiens,,2020-01-22
MT407652,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29835,China: Zhejiang,,Homo sapiens,,2020-01-26
MT407653,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29835,China: Zhejiang,,Homo sapiens,,2020-01-26
MT407654,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29817,China: Zhejiang,,Homo sapiens,,2020-03-24
MT407655,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29817,China: Zhejiang,,Homo sapiens,,2020-03-24
MT407656,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29835,China: Zhejiang,,Homo sapiens,,2020-03-24
MT407657,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29776,China: Zhejiang,,Homo sapiens,,2020-03-24
MT407658,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29770,China: Zhejiang,,Homo sapiens,,2020-03-24
MT407659,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,China: Zhejiang,,Homo sapiens,,2020-03-24
MT534285,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29838,Czech Republic,,Homo sapiens,oronasopharynx,2020-03-20
MT534304,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29891,USA: CA,CA,Homo sapiens,,2020-04-10
MT534305,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,USA: CA,CA,Homo sapiens,,2020-04-11
MT534306,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA: CA,CA,Homo sapiens,,2020-05-12
MT534307,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,USA: CA,CA,Homo sapiens,,2020-05-12
MT534308,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: CA,CA,Homo sapiens,,2020-04-11
MT534309,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,USA: CA,CA,Homo sapiens,,2020-05-12
MT534311,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,USA: CA,CA,Homo sapiens,,2020-04-14
MT534312,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,USA: CA,CA,Homo sapiens,,2020-04-14
MT534313,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: CA,CA,Homo sapiens,,2020-04-14
MT534314,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,USA: CA,CA,Homo sapiens,,2020-04-14
MT534315,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,USA: CA,CA,Homo sapiens,,2020-04-14
MT534316,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29875,USA: CA,CA,Homo sapiens,,2020-04-14
MT534317,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA: CA,CA,Homo sapiens,,2020-04-12
MT534318,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29896,USA: CA,CA,Homo sapiens,,2020-04-12
MT534320,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,USA: CA,CA,Homo sapiens,,2020-04-12
MT534322,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,USA: CA,CA,Homo sapiens,,2020-05-12
MT534323,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29861,USA: CA,CA,Homo sapiens,,2020-04-12
MT534324,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,USA: CA,CA,Homo sapiens,,2020-04-12
MT534325,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29861,USA: CA,CA,Homo sapiens,,2020-05-12
MT534326,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,USA: CA,CA,Homo sapiens,,2020-05-12
MT534327,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA: CA,CA,Homo sapiens,,2020-05-12
MT534328,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA: CA,CA,Homo sapiens,,2020-05-12
MT534329,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29890,USA: CA,CA,Homo sapiens,,2020-04-12
MT534330,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: CA,CA,Homo sapiens,,2020-05-12
MT534331,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29856,USA: CA,CA,Homo sapiens,,2020-05-12
MT534332,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,USA: CA,CA,Homo sapiens,,2020-05-12
MT534333,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29883,USA: CA,CA,Homo sapiens,,2020-05-12
MT534334,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29861,USA: CA,CA,Homo sapiens,,2020-04-12
MT534335,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,USA: CA,CA,Homo sapiens,,2020-05-12
MT534336,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29890,USA: CA,CA,Homo sapiens,,2020-04-12
MT534337,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,USA: CA,CA,Homo sapiens,,2020-05-12
MT534338,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,USA: CA,CA,Homo sapiens,,2020-04-27
MT534339,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29898,USA: CA,CA,Homo sapiens,,2020-04-27
MT534630,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29845,"China: Jiangsu, Changzhou",,Homo sapiens,oronasopharynx,2020-01-26
MT535472,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA,,Homo sapiens,,2020-03-26
MT535481,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA,,Homo sapiens,,2020-03-30
MT535486,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA,,Homo sapiens,,2020-04-07
MT535487,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA,,Homo sapiens,,2020-04-07
MT535488,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA,,Homo sapiens,,2020-04-07
MT535489,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA,,Homo sapiens,,2020-04-07
MT535490,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA,,Homo sapiens,,2020-04-07
MT535491,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA,,Homo sapiens,,2020-04-07
MT535492,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA,,Homo sapiens,,2020-04-07
MT535493,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA,,Homo sapiens,,2020-04-07
MT535494,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA,,Homo sapiens,,2020-04-07
MT535495,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,USA,,Homo sapiens,,2020-04-07
MT535496,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,USA,,Homo sapiens,,2020-04-07
MT535497,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29850,USA,,Homo sapiens,,2020-04-07
MT535499,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29850,USA,,Homo sapiens,,2020-04-07
MT535500,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29829,USA,,Homo sapiens,,2020-04-07
MT535501,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA,,Homo sapiens,,2020-04-07
MT535502,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29807,USA,,Homo sapiens,,2020-04-07
MT535503,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,USA,,Homo sapiens,,2020-04-09
MT535505,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA,,Homo sapiens,,2020-04-06
MT535508,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA,,Homo sapiens,,2020-04-06
MT535509,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA,,Homo sapiens,,2020-04-06
MT536176,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,"USA: NAPOLEONVILLE, LA",LA,Homo sapiens,oronasopharynx,2020-04-06
MT536177,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,"USA: New Orleans, LA",LA,Homo sapiens,oronasopharynx,2020-04-07
MT536178,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29776,"USA: LACOMBE, LA",LA,Homo sapiens,oronasopharynx,2020-04-06
MT536179,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29776,"USA: MARRERO, LA",LA,Homo sapiens,oronasopharynx,2020-04-07
MT536180,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,"USA: New Orleans, LA",LA,Homo sapiens,oronasopharynx,2020-04-07
MT536181,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,"USA: METAIRIE, LA",LA,Homo sapiens,oronasopharynx,2020-04-08
MT536182,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29776,"USA: CHALMETTE, LA",LA,Homo sapiens,oronasopharynx,2020-04-06
MT536183,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29776,"USA: VIOLET, LA",LA,Homo sapiens,oronasopharynx,2020-04-07
MT536184,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,"USA: SLIDELL, LA",LA,Homo sapiens,oronasopharynx,2020-04-03
MT536185,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,"USA: New Orleans, LA",LA,Homo sapiens,oronasopharynx,2020-04-08
MT536186,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29776,"USA: New Orleans, LA",LA,Homo sapiens,oronasopharynx,2020-04-06
MT536187,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29776,"USA: HAMMOND, LA",LA,Homo sapiens,oronasopharynx,2020-04-06
MT536188,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29776,"USA: KENNER, LA",LA,Homo sapiens,oronasopharynx,2020-04-04
MT536189,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,"USA: AVONDALE, LA",LA,Homo sapiens,oronasopharynx,2020-04-07
MT536190,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,"USA: METAIRIE, LA",LA,Homo sapiens,oronasopharynx,2020-04-06
MT536956,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,USA,,Homo sapiens,,2020-04-13
MT536961,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29898,USA,,Homo sapiens,,2020-04-13
MT536962,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29886,USA,,Homo sapiens,,2020-04-13
MT536964,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,USA,,Homo sapiens,,2020-04-13
MT536965,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA,,Homo sapiens,,2020-04-13
MT536970,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,USA,,Homo sapiens,,2020-04-16
MT536971,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA,,Homo sapiens,,2020-04-15
MT536972,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,USA,,Homo sapiens,,2020-04-17
MT536974,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA,,Homo sapiens,,2020-04-17
MT536975,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA,,Homo sapiens,,2020-04-16
MT536976,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA,,Homo sapiens,,2020-04-17
MT536977,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA,,Homo sapiens,,2020-04-17
MT525950,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29760,Italy: Lazio,,Homo sapiens,oronasopharynx,2020-03-01
MT527178,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29760,Italy: Lazio,,Homo sapiens,oronasopharynx,2020-02-28
MT527184,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,Italy: Lazio,,Homo sapiens,oronasopharynx,2020-03-23
MT528235,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,Italy: Lazio,,Homo sapiens,lung,2020-03-23
MT528237,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,Italy: Lazio,,Homo sapiens,oronasopharynx,2020-03-07
MT528238,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,Italy: Lazio,,Homo sapiens,lung,2020-03-23
MT528239,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,Italy: Lazio,,Homo sapiens,lung,2020-03-04
MT528598,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA,,Homo sapiens,oronasopharynx,2020-04
MT528599,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA,,Homo sapiens,oronasopharynx,2020-04
MT528600,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA,,Homo sapiens,oronasopharynx,2020-04
MT528601,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA,,Homo sapiens,oronasopharynx,2020-04
MT528602,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA,,Homo sapiens,oronasopharynx,2020-04
MT528603,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA,,Homo sapiens,oronasopharynx,2020-04
MT528604,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA,,Homo sapiens,oronasopharynx,2020-04
MT528605,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29835,USA,,Homo sapiens,oronasopharynx,2020-04
MT528606,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA,,Homo sapiens,oronasopharynx,2020-04
MT528607,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA,,Homo sapiens,oronasopharynx,2020-04
MT528608,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29847,USA,,Homo sapiens,oronasopharynx,2020-04
MT528609,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29835,USA,,Homo sapiens,oronasopharynx,2020-04
MT528610,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA,,Homo sapiens,oronasopharynx,2020-04
MT528611,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA,,Homo sapiens,oronasopharynx,2020-04
MT528612,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29835,USA,,Homo sapiens,oronasopharynx,2020-04
MT528613,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA,,Homo sapiens,oronasopharynx,2020-04
MT528614,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA,,Homo sapiens,oronasopharynx,2020-04
MT528615,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29836,USA,,Homo sapiens,oronasopharynx,2020-04
MT528616,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA,,Homo sapiens,oronasopharynx,2020-04
MT528617,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA,,Homo sapiens,oronasopharynx,2020-04
MT528618,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA,,Homo sapiens,oronasopharynx,2020-04
MT528619,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA,,Homo sapiens,oronasopharynx,2020-04
MT528620,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29835,USA,,Homo sapiens,oronasopharynx,2020-04
MT528621,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29835,USA,,Homo sapiens,oronasopharynx,2020-04
MT528622,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA,,Homo sapiens,oronasopharynx,2020-04
MT528623,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29835,USA,,Homo sapiens,oronasopharynx,2020-04
MT528624,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA,,Homo sapiens,oronasopharynx,2020-04
MT528625,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA,,Homo sapiens,oronasopharynx,2020-04
MT528626,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29835,USA,,Homo sapiens,oronasopharynx,2020-04
MT528627,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA,,Homo sapiens,oronasopharynx,2020-04
MT528628,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29845,USA,,Homo sapiens,oronasopharynx,2020-04
MT528629,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA,,Homo sapiens,oronasopharynx,2020-04
MT528630,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA,,Homo sapiens,oronasopharynx,2020-04
MT528631,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA,,Homo sapiens,oronasopharynx,2020-04
MT531537,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,Italy,,Homo sapiens,oronasopharynx,2020-03-01
MT532435,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29879,USA,,Homo sapiens,oronasopharynx,2020-04-27
MT532436,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-04-21
MT532437,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-04-07
MT532438,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-04-17
MT532557,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,,2020-03-30
MT533197,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-04-27
MT533198,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-04-26
MT533199,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-04-25
MT533200,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-04-27
MT533201,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-04-27
MT533202,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-04-27
MT533203,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,USA,,Homo sapiens,oronasopharynx,2020-04-27
MT533204,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29814,USA: CA,CA,Homo sapiens,,2020-03-19
MT533205,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29811,USA: CA,CA,Homo sapiens,,2020-03-19
MT533206,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29805,USA: CA,CA,Homo sapiens,,2020-03-24
MT533208,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,USA: CA,CA,Homo sapiens,,2020-04-16
MT533210,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29849,USA: CA,CA,Homo sapiens,,2020-04-16
MT533212,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29824,USA: CA,CA,Homo sapiens,,2020-04-26
MT533215,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: CA,CA,Homo sapiens,,2020-04-26
MT533217,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29799,USA: CA,CA,Homo sapiens,,2020-04-27
MT533218,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,USA: CA,CA,Homo sapiens,,2020-04-27
MT533219,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,USA: CA,CA,Homo sapiens,,2020-04-27
MT533221,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA: CA,CA,Homo sapiens,,2020-04-30
MT533222,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,USA: CA,CA,Homo sapiens,,2020-04-30
MT533223,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29842,USA: CA,CA,Homo sapiens,,2020-04-30
MT533225,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29802,USA: CA,CA,Homo sapiens,,2020-04-30
MT533226,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29830,USA: CA,CA,Homo sapiens,,2020-04-30
MT533227,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29798,USA: CA,CA,Homo sapiens,,2020-04-30
MT533228,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,USA: CA,CA,Homo sapiens,,2020-04-29
MT533229,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29803,USA: CA,CA,Homo sapiens,,2020-04-29
MT533230,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29805,USA: CA,CA,Homo sapiens,,2020-04-29
MT533232,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29842,USA: CA,CA,Homo sapiens,,2020-03-15
MT533233,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29854,USA: CA,CA,Homo sapiens,,2020-03-27
MT533234,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29880,USA: CA,CA,Homo sapiens,,2020-03-28
MT533235,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29804,USA: CA,CA,Homo sapiens,,2020-03-31
MT533236,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,USA: CA,CA,Homo sapiens,,2020-04-01
MT533237,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29806,USA: CA,CA,Homo sapiens,,2020-04-01
MT533238,2020-05-28T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29827,USA: CA,CA,Homo sapiens,,2020-04-02
MT506981,2020-05-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,USA: FL,FL,Homo sapiens,,2020-04-03
MT507018,2020-05-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,USA: FL,FL,Homo sapiens,,2020-04-17
MT507032,2020-05-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: FL,FL,Homo sapiens,,2020-04-21
MT517420,2020-05-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29856,Czech Republic,,Homo sapiens,oronasopharynx,2020-03-27
MT517421,2020-05-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,Czech Republic,,Homo sapiens,oronasopharynx,2020-03-27
MT517422,2020-05-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,Czech Republic,,Homo sapiens,oronasopharynx,2020-03-26
MT517423,2020-05-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,Czech Republic,,Homo sapiens,oronasopharynx,2020-03-28
MT517424,2020-05-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,Czech Republic,,Homo sapiens,oronasopharynx,2020-03-31
MT517425,2020-05-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,Czech Republic,,Homo sapiens,oronasopharynx,2020-03-31
MT517426,2020-05-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29861,Czech Republic,,Homo sapiens,oronasopharynx,2020-04-27
MT517427,2020-05-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,Czech Republic,,Homo sapiens,oronasopharynx,2020-03-26
MT517428,2020-05-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,Czech Republic,,Homo sapiens,oronasopharynx,2020-03-26
MT517429,2020-05-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29869,Czech Republic,,Homo sapiens,oronasopharynx,2020-03-27
MT517430,2020-05-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29855,Czech Republic,,Homo sapiens,oronasopharynx,2020-03-27
MT517431,2020-05-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,Czech Republic,,Homo sapiens,oronasopharynx,2020-03-27
MT517432,2020-05-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,Czech Republic,,Homo sapiens,oronasopharynx,2020-03-27
MT517433,2020-05-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,Czech Republic,,Homo sapiens,oronasopharynx,2020-03-28
MT517434,2020-05-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,Czech Republic,,Homo sapiens,oronasopharynx,2020-03-29
MT517436,2020-05-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,Taiwan,,Homo sapiens,oronasopharynx,2020-04-19
MT517437,2020-05-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29895,Taiwan,,Homo sapiens,oronasopharynx,2020-04-19
MT522852,2020-05-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA,,Homo sapiens,oronasopharynx,2020-04
MT522853,2020-05-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA,,Homo sapiens,oronasopharynx,2020-04
MT522854,2020-05-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29835,USA,,Homo sapiens,oronasopharynx,2020-04
MT522855,2020-05-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA,,Homo sapiens,oronasopharynx,2020-04
MT510718,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29799,USA,,Homo sapiens,oronasopharynx,2020-03-15
